source,item_id,title_id,title,creators,language,year,period,genre,subfield,biology_hits,subjects,volume_info,barcode,item_url,item_text_url,copyright_status,rights_statement,license_type,rights_holder
BHL,62913,1582,List of the specimens of British animals in the collection of the British Museum,"British Museum (Natural History). Department of Zoology.; Denny, Henry, 1803-1871; Gray, George Robert, 1808-1872; Gray, John Edward 1800-1875; Shepherd, Edwin.; Smith, Frederick, 1805-1879; Stainton, H. T, (Henry Tibbats) 1822-1892; Stephens, James Francis, 1792-1853; White, Adam, 1817-1879",ENG,1856,1850_1859,catalogue_list,general_or_unknown,animal;animals;zoology,Animals; Great Britain; Zoology; Sponges,pt.5 (1856) [Lepidoptera],pt5listofspecime00brituoft,https://www.biodiversitylibrary.org/item/62913,https://www.biodiversitylibrary.org/itemtext/62913,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,88431,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1904,1900_1909,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.7:v.14=no.79-84 (1904),annalsmagazineof7141904lond,https://www.biodiversitylibrary.org/item/88431,https://www.biodiversitylibrary.org/itemtext/88431,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,88434,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1878,1870_1879,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.5:v.1=no.1-6 (1878),annalsmagazineof511878lond,https://www.biodiversitylibrary.org/item/88434,https://www.biodiversitylibrary.org/itemtext/88434,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,88605,39830,Cretaceous reptiles of the United States,"Leidy, Joseph, 1823-1891",ENG,1865,1860_1869,monograph_or_book,paleontology,paleontology,"Cretaceous; Paleontology; Reptiles, Fossil; United States",,cretaceousreptil00leid,https://www.biodiversitylibrary.org/item/88605,https://www.biodiversitylibrary.org/itemtext/88605,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,93208,42552,University of California publications in zoology,"University of California, Berkeley.",ENG,1912,1910_1919,monograph_or_book,general_or_unknown,zoology,Zoology,v.10 (1912-1913),universityofcali10191213univ,https://www.biodiversitylibrary.org/item/93208,https://www.biodiversitylibrary.org/itemtext/93208,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,93382,42496,Monographs of the United States Geological Survey,Geological Survey (U.S.),ENG,1884,1880_1889,monograph_or_book,paleontology,paleontology,Geology; Paleontology; United States,v.8 (1884),monographsofunit81884geol,https://www.biodiversitylibrary.org/item/93382,https://www.biodiversitylibrary.org/itemtext/93382,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,93431,42496,Monographs of the United States Geological Survey,Geological Survey (U.S.),ENG,1898,1890_1899,monograph_or_book,paleontology,paleontology,Geology; Paleontology; United States,v.30 (1898),monographsofunit301898geol,https://www.biodiversitylibrary.org/item/93431,https://www.biodiversitylibrary.org/itemtext/93431,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,182921,102754,An introduction to the study of embryology,"Haddon, Alfred Cort 1855-1940; University of Bristol. Library.",ENG,1887,1880_1889,textbook_manual,embryology_development,embryology,Electronic books; Embryology,,b21443919,https://www.biodiversitylibrary.org/item/182921,https://www.biodiversitylibrary.org/itemtext/182921,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,181448,101720,The natural history of game-birds,"Jardine, William, 1800-1874",ENG,1834,1830_1849,monograph_or_book,natural_history_ecology_behavior,natural history,Game and game-birds; Galliformes,,naturalhistoryg00Jard,https://www.biodiversitylibrary.org/item/181448,https://www.biodiversitylibrary.org/itemtext/181448,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,181502,101746,Serpents' venom : artificial and natural immunity : antidotal properties of the blood-serum of immunized animals and of venomous serpents,"Fraser, Thomas R. (Thomas Richard), 1841-1920; Royal College of Physicians of Edinburgh.",ENG,1895,1890_1899,monograph_or_book,general_or_unknown,animal;animals,Electronic books; Venom,,b21975000,https://www.biodiversitylibrary.org/item/181502,https://www.biodiversitylibrary.org/itemtext/181502,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,190678,108650,"An introduction to the comparative anatomy of animals compiled with constant reference to physiology, and elucidated by twenty copper-plates","Carus, Carl Gustav, 1789-1869; Gore, R. T., 1799-1881; King's College London.",ENG,1827,1800_1829,textbook_manual,comparative_anatomy_morphology,anatomy;animal;animals;comparative anatomy;physiology;zoology,"Anatomy, Comparative; Electronic books; Zoology",2,b21305936_0002,https://www.biodiversitylibrary.org/item/190678,https://www.biodiversitylibrary.org/itemtext/190678,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180331,100851,On the unity of structure in the animal kingdom,"Barry, Martin, 1802-1855; Royal College of Physicians of Edinburgh.",ENG,1837,1830_1849,monograph_or_book,embryology_development,animal;embryology;evolution,Embryology; Electronic books; Evolution,,b21956960,https://www.biodiversitylibrary.org/item/180331,https://www.biodiversitylibrary.org/itemtext/180331,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,185175,171559,"British entomology : being illustrations and descriptions of the genera of insects found in Great Britain and Ireland: containing coloured figures from nature of the most rare and beautiful species, and in many instances of the plants upon which they are found","Curtis, John, 1791-1862",ENG,1823,1800_1829,monograph_or_book,taxonomy_systematics,entomology,1800-1899; 19th century; Botany; Insects; Great Britain; Pictorial works,v.5 (1823-1840),b21300185_0005,https://www.biodiversitylibrary.org/item/185175,https://www.biodiversitylibrary.org/itemtext/185175,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,185402,171559,"British entomology : being illustrations and descriptions of the genera of insects found in Great Britain and Ireland: containing coloured figures from nature of the most rare and beautiful species, and in many instances of the plants upon which they are found","Curtis, John, 1791-1862",ENG,1823,1800_1829,monograph_or_book,taxonomy_systematics,entomology,1800-1899; 19th century; Botany; Insects; Great Britain; Pictorial works,v.6 (1823-1840),b21300185_0006,https://www.biodiversitylibrary.org/item/185402,https://www.biodiversitylibrary.org/itemtext/185402,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,185436,171559,"British entomology : being illustrations and descriptions of the genera of insects found in Great Britain and Ireland: containing coloured figures from nature of the most rare and beautiful species, and in many instances of the plants upon which they are found","Curtis, John, 1791-1862",ENG,1823,1800_1829,monograph_or_book,taxonomy_systematics,entomology,1800-1899; 19th century; Botany; Insects; Great Britain; Pictorial works,v.1 (1823-1840),b21300185_0001,https://www.biodiversitylibrary.org/item/185436,https://www.biodiversitylibrary.org/itemtext/185436,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,185605,45493,Transactions of the Zoological Society of London,Zoological Society of London.,ENG,1835,1830_1849,journal_or_proceedings_volume,natural_history_ecology_behavior,zoology,Zoology,v.1 (1833-1835),transactionsofzo1183zool,https://www.biodiversitylibrary.org/item/185605,https://www.biodiversitylibrary.org/itemtext/185605,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,180002,100728,Parasites a treatise on the entozoa of man and animals including some account of the ectozoa,"Cobbold, T. Spencer (Thomas Spencer), 1828-1886; University of Glasgow. Library.",ENG,1879,1870_1879,monograph_or_book,general_or_unknown,animal;animals,Electronic books; Parasites,,b21468849,https://www.biodiversitylibrary.org/item/180002,https://www.biodiversitylibrary.org/itemtext/180002,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180032,100745,"The Fauna of British India, including Ceylon and Burma","Blanford, W. T. (William Thomas), 1832-1905; Hampson, George Francis, 1860-1936; London School of Hygiene and Tropical Medicine.",ENG,1892,1890_1899,monograph_or_book,natural_history_ecology_behavior,entomology;fauna,Burma; Ceylon; Electronic books; Entomology; India; Moths,Moths - Vol. IV,b21352604_0004,https://www.biodiversitylibrary.org/item/180032,https://www.biodiversitylibrary.org/itemtext/180032,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,180173,100745,"The Fauna of British India, including Ceylon and Burma","Blanford, W. T. (William Thomas), 1832-1905; Hampson, George Francis, 1860-1936; London School of Hygiene and Tropical Medicine.",ENG,1892,1890_1899,monograph_or_book,natural_history_ecology_behavior,entomology;fauna,Burma; Ceylon; Electronic books; Entomology; India; Moths,Moths - Vol. III,b21352604_0003,https://www.biodiversitylibrary.org/item/180173,https://www.biodiversitylibrary.org/itemtext/180173,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,176998,98397,Trapping moles and utilizing their skins : with especial reference to the Pacific Coast states,"Scheffer, Theo. H.",ENG,1917,1910_1919,monograph_or_book,general_or_unknown,animal;animals,Moles (Animals),,trappingmolesuti00sche,https://www.biodiversitylibrary.org/item/176998,https://www.biodiversitylibrary.org/itemtext/176998,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,181193,101537,An introduction to the osteology of the Mammalia,"Flower, William Henry, 1831-1899; University of Bristol. Library.",ENG,1885,1880_1889,textbook_manual,comparative_anatomy_morphology,anatomy,Anatomy; Bones; Electronic books; Mammals,,b21444031,https://www.biodiversitylibrary.org/item/181193,https://www.biodiversitylibrary.org/itemtext/181193,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,185412,104612,A short system of comparative anatomy,"Blumenbach, Johann Friedrich, 1752-1840; Banks, Joseph, 1743-1820; Lawrence, William, Sir, 1783-1867",ENG,1807,1800_1829,monograph_or_book,comparative_anatomy_morphology,anatomy;comparative anatomy,"Anatomy, Comparative; Electronic books",,b21299298,https://www.biodiversitylibrary.org/item/185412,https://www.biodiversitylibrary.org/itemtext/185412,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,185504,104696,Handbook of instructions for collectors,British Museum (Natural History),ENG,1902,1900_1909,textbook_manual,natural_history_ecology_behavior,natural history;zoology,methods; Natural history; Museum techniques; Preparation; Zoology; Taxidermy; Technique; Specimens,1902,handbookofinstru1902brit,https://www.biodiversitylibrary.org/item/185504,https://www.biodiversitylibrary.org/itemtext/185504,Public domain. The BHL considers that this work is no longer under copyright protection,,,
